,album_name,album_id,artist_name,artist_id,song_name,release_date,album_uri,song_id,uri,duration_ms,explicit,popularity
152,HUMBLE.,745wm87LGZxRYeyGM0z96J,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,HUMBLE.,2017-03-31,spotify:album:745wm87LGZxRYeyGM0z96J,31c9IHwCIONmUYW0jL7Riz,spotify:track:31c9IHwCIONmUYW0jL7Riz,177604,True,2
153,SremmLife 2 (Deluxe),5v6iBhIlflzR9rEd1LAMbd,Rae Sremmurd,7iZtZyCzp3LItcw1wtPI3D,Black Beatles,2016-08-12,spotify:album:5v6iBhIlflzR9rEd1LAMbd,6fujklziTHa8uoM5OQSfIo,spotify:track:6fujklziTHa8uoM5OQSfIo,291893,True,76
154,Grand Hustle Presents In Da Streetz Volume 4 (Explicit Version),0WiZN3oSm6JDHVlBV7IRDC,Various Artists,0LyfQWJT6nXafLPZqxe9Of,"Top Back Remix (feat. Young Jeezy, Young Dro, Big Kuntry King, B.G.)",2006-12-18,spotify:album:0WiZN3oSm6JDHVlBV7IRDC,1H3j02k8vrhbPekOqV00mG,spotify:track:1H3j02k8vrhbPekOqV00mG,272146,True,0
155,Playboi Carti,4rJgzzfFHAVFhCSt2P4I3j,Playboi Carti,699OTQXzgjhIYAHMy9RyPD,Magnolia,2017-04-14,spotify:album:4rJgzzfFHAVFhCSt2P4I3j,1e1JKLEDKP7hEQzJfNAgPl,spotify:track:1e1JKLEDKP7hEQzJfNAgPl,181812,True,76
156,Big Fish,22mvgB51PRJNYckzgeHNUv,Vince Staples,68kEuyFKyqrdQQLLsmiatm,Big Fish,2017-05-18,spotify:album:22mvgB51PRJNYckzgeHNUv,1hsCcm0xujceILNvgRfrVB,spotify:track:1hsCcm0xujceILNvgRfrVB,198053,False,0
157,The R.E.D. Album,6PvZnd9Q2ymDo3gpoM5I37,The Game,0NbfKEOTQCcwd6o7wSDOHI,Martians Vs Goblins,2011-01-01,spotify:album:6PvZnd9Q2ymDo3gpoM5I37,1UIcqXAA24eg76EFWViwr5,spotify:track:1UIcqXAA24eg76EFWViwr5,228826,True,60
158,BUTTERFLY EFFECT,4fOw7xSDwqb58Z2Qia5j81,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,BUTTERFLY EFFECT,2017-05-18,spotify:album:4fOw7xSDwqb58Z2Qia5j81,1yxgsra98r3qAtxqiGZPiX,spotify:track:1yxgsra98r3qAtxqiGZPiX,190677,False,2
159,bloom,3yWRq9Dd2UO5xyqxTjLDmp,Machine Gun Kelly,6TIYQ3jFPwQSRmorSezPxX,Trap Paris (feat. Quavo & Ty Dolla $ign),2017-05-12,spotify:album:3yWRq9Dd2UO5xyqxTjLDmp,5hfpu8saHLGedbHRtNCYjm,spotify:track:5hfpu8saHLGedbHRtNCYjm,203000,True,54
160,Blank Face LP,0YbpATCIng8Fz2JrfHmEf7,ScHoolboy Q,5IcR3N7QB1j6KBL8eImZ8m,JoHn Muir,2016-07-08,spotify:album:0YbpATCIng8Fz2JrfHmEf7,7sr74Bz3GBTNMQe1m4F5Ut,spotify:track:7sr74Bz3GBTNMQe1m4F5Ut,219026,True,56
161,Oxymoron (Deluxe),7Et3bSTLLqdABO1qCxUplS,ScHoolboy Q,5IcR3N7QB1j6KBL8eImZ8m,Collard Greens,2014-01-01,spotify:album:7Et3bSTLLqdABO1qCxUplS,0zO8ctW0UiuOefR87OeJOZ,spotify:track:0zO8ctW0UiuOefR87OeJOZ,299960,True,73
162,Setbacks,5QGtxFOTTr0Z4TyUQNVOKO,ScHoolboy Q,5IcR3N7QB1j6KBL8eImZ8m,LigHt Years AHead (Sky HigH),2011-01-11,spotify:album:5QGtxFOTTr0Z4TyUQNVOKO,1hjOus1mOUJ5lObEg2I077,spotify:track:1hjOus1mOUJ5lObEg2I077,251783,True,38
163,Setbacks,5QGtxFOTTr0Z4TyUQNVOKO,ScHoolboy Q,5IcR3N7QB1j6KBL8eImZ8m,Rolling Stone,2011-01-11,spotify:album:5QGtxFOTTr0Z4TyUQNVOKO,7x9vJE3Xa7mIH106rzO9Tk,spotify:track:7x9vJE3Xa7mIH106rzO9Tk,216569,True,47
164,Old English,1uxU3gVbnwKwDlcY3FV8QJ,Young Thug,50co4Is1HCEo8bhOyUWKpn,Old English,2014-07-01,spotify:album:1uxU3gVbnwKwDlcY3FV8QJ,2MO3mSPBH8U9qalH72vqZ1,spotify:track:2MO3mSPBH8U9qalH72vqZ1,201960,False,0
165,Old English,1uxU3gVbnwKwDlcY3FV8QJ,A$AP Ferg,5dHt1vcEm9qb8fCyLcB3HL,Old English,2014-07-01,spotify:album:1uxU3gVbnwKwDlcY3FV8QJ,2MO3mSPBH8U9qalH72vqZ1,spotify:track:2MO3mSPBH8U9qalH72vqZ1,201960,False,0
166,Old English,1uxU3gVbnwKwDlcY3FV8QJ,Freddie Gibbs,0Y4inQK6OespitzD6ijMwb,Old English,2014-07-01,spotify:album:1uxU3gVbnwKwDlcY3FV8QJ,2MO3mSPBH8U9qalH72vqZ1,spotify:track:2MO3mSPBH8U9qalH72vqZ1,201960,False,0
167,LONG.LIVE.A$AP (Deluxe Version),1E1eyI5uGllppJZCxNoF9w,A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,1Train,2013-01-11,spotify:album:1E1eyI5uGllppJZCxNoF9w,7AijU6oTPGmG64uWf63Qvc,spotify:track:7AijU6oTPGmG64uWf63Qvc,372173,True,0
168,Kanye West Presents Good Music Cruel Summer,0cGgwoMge4N2zpTiP2GU6d,Various Artists,0LyfQWJT6nXafLPZqxe9Of,Don't Like.1,2012-01-01,spotify:album:0cGgwoMge4N2zpTiP2GU6d,12D0n7hKpPcjuUpcbAKjjr,spotify:track:12D0n7hKpPcjuUpcbAKjjr,283653,True,59
169,Jesus Piece (Deluxe),5IBNSiR9VYaGIxOfcOJ2LB,The Game,0NbfKEOTQCcwd6o7wSDOHI,Ali Bomaye,2012-01-01,spotify:album:5IBNSiR9VYaGIxOfcOJ2LB,0LFcFGLYTX6UmeIdO7NVd7,spotify:track:0LFcFGLYTX6UmeIdO7NVd7,372706,True,67
170,Because The Internet,0zi2TaQkYxfXIBvl2yTjQJ,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,IV. Sweatpants,2013-01-01,spotify:album:0zi2TaQkYxfXIBvl2yTjQJ,2rmq49FcJ4U3wh1Z7C9UxE,spotify:track:2rmq49FcJ4U3wh1Z7C9UxE,180680,True,0
171,2001,7q2B4M5EiBkqrlsNW8lB7N,Dr. Dre,6DPYiyq5kWVQS4RGwxzPC7,Still D.R.E.,1999-11-16,spotify:album:7q2B4M5EiBkqrlsNW8lB7N,503OTo2dSqe7qk76rgsbep,spotify:track:503OTo2dSqe7qk76rgsbep,270586,True,81
172,Yay Yay,15e42MdyTx5V4ugn0O5Z05,ScHoolboy Q,5IcR3N7QB1j6KBL8eImZ8m,Yay Yay,2013-01-01,spotify:album:15e42MdyTx5V4ugn0O5Z05,6n0KwBRfQX2O5CPAfdcD6a,spotify:track:6n0KwBRfQX2O5CPAfdcD6a,271773,True,0
173,Grateful,3HhZbSJdhOqMSaRbEt3gtw,DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,"Iced Out My Arms (feat. Future, Migos, 21 Savage & T.I.)",2017-06-22,spotify:album:3HhZbSJdhOqMSaRbEt3gtw,2ClE3QfsNx9p0zjPKxmUYq,spotify:track:2ClE3QfsNx9p0zjPKxmUYq,275533,True,38
174,DROGAS Light,2utMSPHiSIHEg2vb9awgDi,Lupe Fiasco,01QTIT5P1pFP3QnnFSdsJf,Promise,2017-02-10,spotify:album:2utMSPHiSIHEg2vb9awgDi,4MzkYx6KAEKNb0V1eftx8H,spotify:track:4MzkYx6KAEKNb0V1eftx8H,272221,True,35
175,Barter 6,0BsMZIueWsJLWng8A7sE8e,Young Thug,50co4Is1HCEo8bhOyUWKpn,Check,2015-04-16,spotify:album:0BsMZIueWsJLWng8A7sE8e,1jk9c0gZI0wbn5GvAj7PBV,spotify:track:1jk9c0gZI0wbn5GvAj7PBV,230693,True,64
176,"East Coast REMIX (feat. Busta Rhymes, A$AP Rocky, Dave East, French Montana, Rick Ross & Snoop Dogg)",46LLRn6y7TOMT96frj1KWO,A$AP Ferg,5dHt1vcEm9qb8fCyLcB3HL,"East Coast REMIX (feat. Busta Rhymes, A$AP Rocky, Dave East, French Montana, Rick Ross & Snoop Dogg)",2017-08-04,spotify:album:46LLRn6y7TOMT96frj1KWO,67c4kWwica8i1bxNJc1rkq,spotify:track:67c4kWwica8i1bxNJc1rkq,334895,True,35
177,Nasty (Who Dat) (feat. Migos),1W3KMjVKG9AcdKGkhfKwIY,A$AP Ferg,5dHt1vcEm9qb8fCyLcB3HL,Nasty (Who Dat) (feat. Migos),2017-08-11,spotify:album:1W3KMjVKG9AcdKGkhfKwIY,4GBuL6fgtVXJNgP1GzoF6Z,spotify:track:4GBuL6fgtVXJNgP1GzoF6Z,210681,True,37
178,Plain Jane,0EjBxyMCOkBqeMZS9PJyxw,A$AP Ferg,5dHt1vcEm9qb8fCyLcB3HL,Plain Jane,2017-08-04,spotify:album:0EjBxyMCOkBqeMZS9PJyxw,3CrGhzG1oFEpgyK9XlxrXq,spotify:track:3CrGhzG1oFEpgyK9XlxrXq,173254,True,45
179,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",25qGbr8e0Mxv2GfyRJHoXq,A$AP Mob,7yO4IdJjCEPz7YgZMe25iS,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",2017-05-22,spotify:album:25qGbr8e0Mxv2GfyRJHoXq,6kl1qtQXQsFiIWRBK24Cfp,spotify:track:6kl1qtQXQsFiIWRBK24Cfp,255413,True,63
180,Jungle Rules,4c2p3TdN7NcQfCXyueCNnC,French Montana,6vXTefBL93Dj5IqAWq6OTv,Migo Montana,2017-07-14,spotify:album:4c2p3TdN7NcQfCXyueCNnC,2Y3zcR4Zk0XyNtscjr7qvN,spotify:track:2Y3zcR4Zk0XyNtscjr7qvN,218612,True,38
181,Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,2qwPVMQzybhS2jopA0wMy7,Various Artists,0LyfQWJT6nXafLPZqxe9Of,Unchained (The Payback / Untouchable),2012-01-01,spotify:album:2qwPVMQzybhS2jopA0wMy7,1zPkAyWzIAePfmbhHetqK7,spotify:track:1zPkAyWzIAePfmbhHetqK7,171573,True,41
182,No Complaints,4VXEIoFGEjhFMW7wYAvWSf,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,No Complaints,2017-06-23,spotify:album:4VXEIoFGEjhFMW7wYAvWSf,6kig1UFggPUyZBCvXD3Wod,spotify:track:6kig1UFggPUyZBCvXD3Wod,261733,True,0
183,"good kid, m.A.A.d city (Deluxe)",3DGQ1iZ9XKUQxAUWjfC34w,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Backseat Freestyle,2012,spotify:album:3DGQ1iZ9XKUQxAUWjfC34w,3aGibUHhQyBsyumYHylw0K,spotify:track:3aGibUHhQyBsyumYHylw0K,212653,True,68
184,SATURATION II,0XnqQzdSFAml08XZoRt1St,BROCKHAMPTON,1Bl6wpkWCQ4KVgnASpvzzA,GUMMY,2017-08-25,spotify:album:0XnqQzdSFAml08XZoRt1St,42tBlHWL3VfDkUM2iWcc5p,spotify:track:42tBlHWL3VfDkUM2iWcc5p,261000,True,60
185,Culture,2AvupjUeMnSffKEV05x222,Migos,6oMuImdp5ZcFhWP0ESe6mG,Slippery (feat. Gucci Mane),2017-01-27,spotify:album:2AvupjUeMnSffKEV05x222,6p8NuHm8uCGnn2Dtbtf7zE,spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,304041,True,72
186,Rodeo (Expanded Edition),4PWBTB6NYSKQwfo79I3prg,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Oh My Dis Side (feat. Quavo),2015-09-04,spotify:album:4PWBTB6NYSKQwfo79I3prg,2rMFawCg4BW65jzbwztXAV,spotify:track:2rMFawCg4BW65jzbwztXAV,351253,True,65
187,Rodeo (Expanded Edition),4PWBTB6NYSKQwfo79I3prg,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Ok Alright (feat. ScHoolboy Q),2015-09-04,spotify:album:4PWBTB6NYSKQwfo79I3prg,0MRZ9nMoLc7qQ8Nhovv8C8,spotify:track:0MRZ9nMoLc7qQ8Nhovv8C8,417693,True,56
188,Lifestyles Rg,1dCzFbpWfGnPyTFVQVDcQe,Various Artists,0LyfQWJT6nXafLPZqxe9Of,The Blanguage,2014-04-26,spotify:album:1dCzFbpWfGnPyTFVQVDcQe,23z0NFaX0CYXoetju87A4z,spotify:track:23z0NFaX0CYXoetju87A4z,252264,True,37
189,Mr. Davis,2aTOwGU66ocsf8IQpOI0XZ,Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,I Get the Bag (feat. Migos),2017-10-13,spotify:album:2aTOwGU66ocsf8IQpOI0XZ,1XRgIKC5TPwo7nWGyKqgG0,spotify:track:1XRgIKC5TPwo7nWGyKqgG0,233087,True,73
190,SUPER SLIMEY,187UNqZ7MX3neMYkkevmdm,Future,1RyvyyTE3xzB2ZywiAwp0i,Patek Water (feat. Offset),2017-10-20,spotify:album:187UNqZ7MX3neMYkkevmdm,7r6LNJT2LqpLpEyZQJPygt,spotify:track:7r6LNJT2LqpLpEyZQJPygt,189480,True,59
191,SUPER SLIMEY,187UNqZ7MX3neMYkkevmdm,Young Thug,50co4Is1HCEo8bhOyUWKpn,Patek Water (feat. Offset),2017-10-20,spotify:album:187UNqZ7MX3neMYkkevmdm,7r6LNJT2LqpLpEyZQJPygt,spotify:track:7r6LNJT2LqpLpEyZQJPygt,189480,True,59
192,New Freezer (feat. Kendrick Lamar),5LaCH6lgcr6LaNdb3ldZrp,Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,New Freezer (feat. Kendrick Lamar),2017-09-25,spotify:album:5LaCH6lgcr6LaNdb3ldZrp,4pYZLpX23Vx8rwDpJCpPTA,spotify:track:4pYZLpX23Vx8rwDpJCpPTA,193173,True,0
193,Luv Is Rage 2,733e1ZfktLSwj96X5rsMeE,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,Sauce It Up,2017-08-25,spotify:album:733e1ZfktLSwj96X5rsMeE,1uL78kFWxhz3umTMWJu8n5,spotify:track:1uL78kFWxhz3umTMWJu8n5,207038,True,69
194,Gilligan (feat. A$AP Rocky & Juicy J),0KugvH7L0uh3QVcIjxh4nX,Shelley FKA DRAM,5M0lbkGluOPXLeFjApw8r8,Gilligan,2017-04-21,spotify:album:0KugvH7L0uh3QVcIjxh4nX,2frDm1v0SFNyeduw3gO632,spotify:track:2frDm1v0SFNyeduw3gO632,207800,True,44
195,SYRE,4IFpj2jyRcugt1yzH82m3E,Jaden,0xOeVMOz2fVg5BJY3N6akT,Watch Me,2017-11-17,spotify:album:4IFpj2jyRcugt1yzH82m3E,3lz2JgAt4cyr04qDlBgTOv,spotify:track:3lz2JgAt4cyr04qDlBgTOv,154456,True,58
196,Too Hotty,3Mn6loHNI1yHk1GmKLoeJS,Various Artists,0LyfQWJT6nXafLPZqxe9Of,Too Hotty,2017-08-25,spotify:album:3Mn6loHNI1yHk1GmKLoeJS,6rcKz2VYbcaHJ0qSXucR56,spotify:track:6rcKz2VYbcaHJ0qSXucR56,297377,True,0
197,MotorSport,55IoPTWDaFLWGhxR7E4YSH,Migos,6oMuImdp5ZcFhWP0ESe6mG,MotorSport,2017-10-27,spotify:album:55IoPTWDaFLWGhxR7E4YSH,1YZfcVLbbJwfizR5cDOp3q,spotify:track:1YZfcVLbbJwfizR5cDOp3q,307660,True,0
198,MotorSport,55IoPTWDaFLWGhxR7E4YSH,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,MotorSport,2017-10-27,spotify:album:55IoPTWDaFLWGhxR7E4YSH,1YZfcVLbbJwfizR5cDOp3q,spotify:track:1YZfcVLbbJwfizR5cDOp3q,307660,True,0
199,MotorSport,55IoPTWDaFLWGhxR7E4YSH,Cardi B,4kYSro6naA4h99UJvo89HB,MotorSport,2017-10-27,spotify:album:55IoPTWDaFLWGhxR7E4YSH,1YZfcVLbbJwfizR5cDOp3q,spotify:track:1YZfcVLbbJwfizR5cDOp3q,307660,True,0
200,Without Warning,0MV1yCXcNNQBfwApqAVkH0,21 Savage,1URnnhqYAYcrqrcwql10ft,Ghostface Killers,2017-10-30,spotify:album:0MV1yCXcNNQBfwApqAVkH0,5u6vkDnOyaf8LsteDAj2ub,spotify:track:5u6vkDnOyaf8LsteDAj2ub,268933,True,71
201,Without Warning,0MV1yCXcNNQBfwApqAVkH0,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,Ghostface Killers,2017-10-30,spotify:album:0MV1yCXcNNQBfwApqAVkH0,5u6vkDnOyaf8LsteDAj2ub,spotify:track:5u6vkDnOyaf8LsteDAj2ub,268933,True,71
202,Without Warning,0MV1yCXcNNQBfwApqAVkH0,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Ghostface Killers,2017-10-30,spotify:album:0MV1yCXcNNQBfwApqAVkH0,5u6vkDnOyaf8LsteDAj2ub,spotify:track:5u6vkDnOyaf8LsteDAj2ub,268933,True,71
203,Project Baby 2: All Grown Up,51wp3EOOp2mBIjhZjR7W0i,Kodak Black,46SHBwWsqBkxI7EeeBEQG7,Transportin',2017-08-18,spotify:album:51wp3EOOp2mBIjhZjR7W0i,1WIZiOuNO3woKfdlSK2gNn,spotify:track:1WIZiOuNO3woKfdlSK2gNn,169344,True,72
204,Stir Fry,2mDzhes9hFHQiBEMkvVtkF,Migos,6oMuImdp5ZcFhWP0ESe6mG,Stir Fry,2017-12-20,spotify:album:2mDzhes9hFHQiBEMkvVtkF,4fndbjoz1qJyK6JcLdKfzm,spotify:track:4fndbjoz1qJyK6JcLdKfzm,192131,True,0
205,Without Warning,0MV1yCXcNNQBfwApqAVkH0,21 Savage,1URnnhqYAYcrqrcwql10ft,Ric Flair Drip (& Metro Boomin),2017-10-30,spotify:album:0MV1yCXcNNQBfwApqAVkH0,7sO5G9EABYOXQKNPNiE9NR,spotify:track:7sO5G9EABYOXQKNPNiE9NR,172800,True,82
206,Without Warning,0MV1yCXcNNQBfwApqAVkH0,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,Ric Flair Drip (& Metro Boomin),2017-10-30,spotify:album:0MV1yCXcNNQBfwApqAVkH0,7sO5G9EABYOXQKNPNiE9NR,spotify:track:7sO5G9EABYOXQKNPNiE9NR,172800,True,82
207,Without Warning,0MV1yCXcNNQBfwApqAVkH0,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Ric Flair Drip (& Metro Boomin),2017-10-30,spotify:album:0MV1yCXcNNQBfwApqAVkH0,7sO5G9EABYOXQKNPNiE9NR,spotify:track:7sO5G9EABYOXQKNPNiE9NR,172800,True,82
208,Look Alive (feat. Drake),7GGoJfKFOwDNuiLjjfzyCS,BlocBoy JB,4TEJudQY2pXxVHPE3gD2EU,Look Alive (feat. Drake),2018-02-09,spotify:album:7GGoJfKFOwDNuiLjjfzyCS,4qKcDkK6siZ7Jp1Jb4m0aL,spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,181263,True,77
209,Look Alive (feat. Drake),7GGoJfKFOwDNuiLjjfzyCS,Drake,3TVXtAsR1Inumwj472S9r4,Look Alive (feat. Drake),2018-02-09,spotify:album:7GGoJfKFOwDNuiLjjfzyCS,4qKcDkK6siZ7Jp1Jb4m0aL,spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,181263,True,77
210,Culture II,7fd7SEK25VS3gJAUgSwL6y,Migos,6oMuImdp5ZcFhWP0ESe6mG,BBO (Bad Bitches Only),2018-01-26,spotify:album:7fd7SEK25VS3gJAUgSwL6y,4BHzHISX21PYwGXiBEUQ70,spotify:track:4BHzHISX21PYwGXiBEUQ70,251858,True,62
211,Culture II,7fd7SEK25VS3gJAUgSwL6y,Migos,6oMuImdp5ZcFhWP0ESe6mG,Auto Pilot,2018-01-26,spotify:album:7fd7SEK25VS3gJAUgSwL6y,4Kw3CztmD15X1QGDnnHmLD,spotify:track:4Kw3CztmD15X1QGDnnHmLD,287992,True,49
212,Culture II,7fd7SEK25VS3gJAUgSwL6y,Migos,6oMuImdp5ZcFhWP0ESe6mG,Emoji A Chain,2018-01-26,spotify:album:7fd7SEK25VS3gJAUgSwL6y,0G9rmRmQDFk9O2tzZLyRkc,spotify:track:0G9rmRmQDFk9O2tzZLyRkc,315185,True,51
213,Cozy Tapes Vol. 2: Too Cozy,0qr1Fvi1haEDWVbFtekZLb,A$AP Mob,7yO4IdJjCEPz7YgZMe25iS,"Frat Rules (feat. A$AP Rocky, Playboi Carti & Big Sean)",2017-08-25,spotify:album:0qr1Fvi1haEDWVbFtekZLb,0RyA3o15NOLJYtm9NlDu5c,spotify:track:0RyA3o15NOLJYtm9NlDu5c,218946,True,63
214,Black Panther The Album Music From And Inspired By,3pLdWdkj83EYfDN6H2N8MR,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Pray For Me (with Kendrick Lamar),2018-02-09,spotify:album:3pLdWdkj83EYfDN6H2N8MR,77UjLW8j5UAGAGVGhR5oUK,spotify:track:77UjLW8j5UAGAGVGhR5oUK,211440,True,72
215,Black Panther The Album Music From And Inspired By,3pLdWdkj83EYfDN6H2N8MR,SZA,7tYKF4w9nC0nq9CsPZTHyP,Pray For Me (with Kendrick Lamar),2018-02-09,spotify:album:3pLdWdkj83EYfDN6H2N8MR,77UjLW8j5UAGAGVGhR5oUK,spotify:track:77UjLW8j5UAGAGVGhR5oUK,211440,True,72
216,Black Panther The Album Music From And Inspired By,3pLdWdkj83EYfDN6H2N8MR,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,X (with 2 Chainz & Saudi),2018-02-09,spotify:album:3pLdWdkj83EYfDN6H2N8MR,4LmAnpjlhWTahvRkYR8xJa,spotify:track:4LmAnpjlhWTahvRkYR8xJa,267426,True,69
217,Black Panther The Album Music From And Inspired By,3pLdWdkj83EYfDN6H2N8MR,SZA,7tYKF4w9nC0nq9CsPZTHyP,X (with 2 Chainz & Saudi),2018-02-09,spotify:album:3pLdWdkj83EYfDN6H2N8MR,4LmAnpjlhWTahvRkYR8xJa,spotify:track:4LmAnpjlhWTahvRkYR8xJa,267426,True,69
218,Black Panther The Album Music From And Inspired By,3pLdWdkj83EYfDN6H2N8MR,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,"King's Dead (with Kendrick Lamar, Future & James Blake)",2018-02-09,spotify:album:3pLdWdkj83EYfDN6H2N8MR,1eLSF6HfrRA0AsNmTkUlKx,spotify:track:1eLSF6HfrRA0AsNmTkUlKx,225266,True,65
219,Black Panther The Album Music From And Inspired By,3pLdWdkj83EYfDN6H2N8MR,SZA,7tYKF4w9nC0nq9CsPZTHyP,"King's Dead (with Kendrick Lamar, Future & James Blake)",2018-02-09,spotify:album:3pLdWdkj83EYfDN6H2N8MR,1eLSF6HfrRA0AsNmTkUlKx,spotify:track:1eLSF6HfrRA0AsNmTkUlKx,225266,True,65
220,Black Panther The Album Music From And Inspired By,3pLdWdkj83EYfDN6H2N8MR,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,Opps (with Yugen Blakrok),2018-02-09,spotify:album:3pLdWdkj83EYfDN6H2N8MR,7bUcBztfGqO7cSI2gMZeCI,spotify:track:7bUcBztfGqO7cSI2gMZeCI,180893,True,59
221,Black Panther The Album Music From And Inspired By,3pLdWdkj83EYfDN6H2N8MR,SZA,7tYKF4w9nC0nq9CsPZTHyP,Opps (with Yugen Blakrok),2018-02-09,spotify:album:3pLdWdkj83EYfDN6H2N8MR,7bUcBztfGqO7cSI2gMZeCI,spotify:track:7bUcBztfGqO7cSI2gMZeCI,180893,True,59
222,44 More,6xEahv0rPP5PHJh4kpQ6jT,Logic,4xRYI6VqpkE3UwrDrAZL8L,44 More,2018-02-23,spotify:album:6xEahv0rPP5PHJh4kpQ6jT,6iyp6udVpLuq3MCUulZT4h,spotify:track:6iyp6udVpLuq3MCUulZT4h,188613,True,0
223,Achoo,7A1YvHtwUCd4EjhJBd3zTo,Keith Ape,6f9bmfkqiYbhCtdAZsv7KI,Achoo,2017-10-03,spotify:album:7A1YvHtwUCd4EjhJBd3zTo,2huH9q26JmfR0BzV4xKzny,spotify:track:2huH9q26JmfR0BzV4xKzny,244000,True,0
224,Achoo,7A1YvHtwUCd4EjhJBd3zTo,Ski Mask The Slump God,2rhFzFmezpnW82MNqEKVry,Achoo,2017-10-03,spotify:album:7A1YvHtwUCd4EjhJBd3zTo,2huH9q26JmfR0BzV4xKzny,spotify:track:2huH9q26JmfR0BzV4xKzny,244000,True,0
